,Unnamed: 0,path,x,y,w,h
0,0,./data_pothole/ds1_511.jpg,1361.9459962338594,953.2697704081633,63.43902439024396,77.53064961336088
1,1,./data_pothole/ds1_511.jpg,987.311849892396,924.4943349410077,89.14921090387372,42.63257832429849
2,2,./data_pothole/ds1_1845.jpg,1088.78465679677,792.2057416267943,60.43472409152082,27.6985645933014
3,3,./data_pothole/ds1_1924.jpg,814.8681022880215,837.8516746411484,77.66218034993267,16.502392344497594
4,4,./data_pothole/ds1_1952.jpg,1375.6218034993271,892.11004784689,138.8196500672948,56.98086124401914
5,5,./data_pothole/ds1_3499.jpg,656.1401430236729,791.6371173469388,139.9574179519368,121.6122822664222
6,6,./data_pothole/ds1_3504.jpg,1133.6150914634147,532.0453179807079,781.4878048780488,473.6530238560268
7,7,./data_pothole/ds1_5908.jpg,695.9296987087517,909.8004573899872,64.35724533715927,42.54648138552295
8,8,./data_pothole/ds1_6967.jpg,1078.528875079164,749.527015892235,75.90307354338188,29.21623106260563
9,9,./data_pothole/ds1_6972.jpg,486.1134074176694,861.4189077841269,139.13296588030397,47.70273239548146
10,10,./data_pothole/ds1_7259.jpg,1367.440814993667,819.5811144854572,135.24195495566823,36.02701218063771
11,11,./data_pothole/ds1_7259.jpg,1503.628275411653,846.8243131895323,178.04366885687136,73.97297297297303
12,12,./data_pothole/ds1_7349.jpg,1552.530345235802,743.7983744600762,92.92159163650786,29.21623106260552
13,13,./data_pothole/ds1_7356.jpg,768.2160039977834,788.445934811154,51.583884183027294,35.05405405405406
14,14,./data_pothole/ds1_7357.jpg,964.7150243429386,859.4729915309597,157.61556463742875,148.89186219911312
15,15,./data_pothole/ds1_7598.jpg,832.8675014306884,800.907774316817,70.77119784656793,25.11483253588517
16,16,./data_pothole/ds1_7646.jpg,1417.829071332436,823.2105263157895,102.6419919246298,38.03349282296654
17,17,./data_pothole/ds1_7679.jpg,879.4710632570659,812.8755980861245,94.02826379542398,28.55980861244018
18,18,./data_pothole/ds1_7679.jpg,1058.6366083445491,774.1196172248805,74.2166890982503,46.645933014354114
19,19,./data_pothole/ds1_7738.jpg,1036.2409152086138,890.3875598086127,144.849259757739,45.78468899521533
20,20,./data_pothole/ds1_7772.jpg,1113.764468371467,835.2679425837321,100.0578734858682,33.72727272727275
21,21,./data_pothole/ds1_7773.jpg,1099.9825033647376,812.8755980861245,99.19650067294742,33.72727272727275
22,22,./data_pothole/ds1_7779.jpg,1126.685060565276,818.9043062200957,99.19650067294742,29.42105263157896
23,23,./data_pothole/ds1_8083.jpg,757.1561238223419,894.6937799043063,94.02826379542398,55.25837320574158
24,24,./data_pothole/ds1_8188.jpg,636.2228412094904,847.3824821794748,91.44414535666216,28.55980861244018
25,25,./data_pothole/ds1_8244.jpg,1001.78600269179,890.3875598086125,126.7604306864065,45.78468899521533
26,26,./data_pothole/ds1_9523.jpg,590.3575899259082,942.317831682774,84.8240731058795,33.421335691907416
27,27,./data_pothole/ds1_10157.jpg,951.8073439741752,800.8207908163265,59.153918579626975,17.530612244897952
28,28,./data_pothole/ds1_11292.jpg,964.9741503111536,871.4543301196809,61.04790719243647,35.927659574468066
29,29,./data_pothole/ds1_13673.jpg,528.8134863701578,966.7392329001914,113.02295552367286,56.10204081632651
30,30,./data_pothole/ds1_13825.jpg,1612.578214059531,829.3108442151869,104.1134222609246,34.081021695523646
31,31,./data_pothole/ds1_13869.jpg,964.47181760608,800.1216550259977,79.79423290057002,33.10806356894
32,32,./data_pothole/ds1_13934.jpg,1514.32877810323,746.6081415124842,80.7669114154528,22.405375712626665
33,33,./data_pothole/ds1_13935.jpg,981.0088366846104,804.2567456219648,118.70493587713736,59.37837837837833
34,34,./data_pothole/ds1_13956.jpg,956.9328540611148,752.4459645039326,93.41299378562384,67.16211762299406
35,35,./data_pothole/ds1_13957.jpg,954.0145958676378,737.851369909338,157.61563885370492,206.29728245090791
36,36,./data_pothole/ds1_14100.jpg,1612.578214059531,829.3108442151869,104.1134222609246,34.081021695523646
37,37,./data_pothole/ds1_14144.jpg,964.47181760608,800.1216550259977,79.79423290057002,33.10806356894
38,38,./data_pothole/ds1_14209.jpg,1514.32877810323,746.6081415124842,80.7669114154528,22.405375712626665
39,39,./data_pothole/ds1_14210.jpg,981.0088366846104,804.2567456219648,118.70493587713736,59.37837837837833
